id,government_id,name,slug,created,contacts
1329,29,Houston Police Department,houston-police-department,2015-05-18 18:26:33+00:00,2
1330,1,amtrak,amtrak,2015-05-19 15:43:13+00:00,1
1331,52,dc department of health,dc-department-of-health,2015-05-20 20:36:51+00:00,0
1332,23,Big Ten Conference,big-ten-conference,2015-05-21 17:38:59+00:00,0
1333,30,ymca,ymca,2015-05-26 23:54:09+00:00,0
1334,23,Cook County Tax Assessor,cook-county-tax-assessor,2015-05-27 18:15:33+00:00,1
1335,47,City of Findlay,city-of-findlay,2015-05-28 13:57:03+00:00,0
1336,14,University of Michigan,university-of-michigan,2015-05-28 17:06:54+00:00,1
1337,13,University of Nebraska,university-of-nebraska,2015-05-28 17:15:30+00:00,1
1338,25,Jersey City Board of Education (JCBOE),jersey-city-board-of-education-jcboe,2015-05-29 14:35:41+00:00,2
1339,29,University of Texas,university-of-texas,2015-05-29 21:54:05+00:00,2
1340,36,Maryland Parole Commission,maryland-parole-commission,2015-06-01 20:02:45+00:00,1
1341,16,NYC Human Resources Administration,nyc-human-resources-administration,2015-06-02 14:51:44+00:00,1
1342,16,NYC Department of Buildings,nyc-department-of-buildings,2015-06-02 15:14:40+00:00,2
1343,7,Georgia Office of Insurance and Safety Fire Commissioner,georgia-office-of-insurance-and-safety-fire-commis,2015-06-02 16:03:16+00:00,1
1344,18,Utah State University,utah-state-university,2015-06-02 17:08:43+00:00,1
1345,7,Georgia Regents University GRU,georgia-regents-university-gru,2015-06-03 14:33:16+00:00,2
1346,4,Department of Education,department-of-education-8,2015-06-03 19:03:31+00:00,0
1347,16,New York Public Housing Authority,new-york-public-housing-authority,2015-06-04 18:59:56+00:00,1
1348,52,FAA,faa,2015-06-08 17:24:30+00:00,1
1349,37,City of St. Petersburg,city-of-st-petersburg,2015-06-10 15:33:38+00:00,0
1350,29,Texas Ethics Commission,texas-ethics-commission,2015-06-11 19:54:39+00:00,1
1351,16,Dormitory Authority of the State of New York,dormitory-authority-of-the-state-of-new-york,2015-06-12 19:13:14+00:00,1
1352,1,Office of Child Support Enforcement,office-of-child-support-enforcement,2015-06-15 21:57:26+00:00,1
1353,30,The Department of General Services (DGS),the-department-of-general-services-dgs,2015-06-16 00:36:16+00:00,1
1354,31,test,test-2,2015-06-16 21:23:23+00:00,1
1355,1,DOE,doe,2015-06-16 22:15:20+00:00,1
1356,1,NNSA,nnsa,2015-06-16 22:15:34+00:00,2
1357,30,Los Angeles County District Attorney's Office,los-angeles-county-district-attorneys-office,2015-06-17 18:42:13+00:00,1
1358,52,District Department of Environment (DDOE),district-department-of-environment-ddoe,2015-06-21 13:58:10+00:00,3
1359,30,"Department of Veterans Affairs, San Francisco Medical Center",department-of-veterans-affairs-san-francisco-medic,2015-06-22 17:40:57+00:00,0
1360,52,Washington D.C. Office of Contracting and Procurement,washington-dc-office-of-contracting-and-procuremen,2015-06-24 19:52:45+00:00,1
1361,30,California Highway Patrol,california-highway-patrol,2015-06-25 08:27:49+00:00,3
1362,34,City of North Augusta,city-of-north-augusta,2015-06-25 13:28:47+00:00,1
1363,45,Clark County School District,clark-county-school-district,2015-06-25 15:57:40+00:00,1
1364,52,DMV,dmv,2015-06-25 16:32:32+00:00,1
1365,23,City of Chicago Department of Procurement Services,city-of-chicago-department-of-procurement-services,2015-06-25 19:54:41+00:00,1
1366,29,Office of General Counsel,office-of-general-counsel,2015-06-26 21:07:36+00:00,0
1367,19,Dumfries Triangle Fire,dumfries-triangle-fire,2015-06-29 19:53:48+00:00,1
1368,17,Upper Darby School District,upper-darby-school-district,2015-07-02 00:08:44+00:00,1
1369,34,Aiken County Sheriff's Office,aiken-county-sheriffs-office,2015-07-05 21:31:01+00:00,1
1370,29,Texas Commission on Law Enforcement,texas-commission-on-law-enforcement,2015-07-07 13:06:39+00:00,1
1371,29,Travis County medical examiner's office,travis-county-medical-examiners-office,2015-07-07 13:29:38+00:00,1
1372,30,San Francisco Sheriff's Department,san-francisco-sheriffs-department,2015-07-07 16:59:27+00:00,3
1373,37,Jacksonville Sheriff's Dept,jacksonville-sheriffs-dept,2015-07-07 18:45:27+00:00,2
1374,42,Phoenix PD,phoenix-pd,2015-07-09 21:06:03+00:00,1
1375,41,Alaska Department of Corrections,alaska-department-of-corrections,2015-07-13 15:16:06+00:00,2
1376,31,Hawaii Department of Public Safety,hawaii-department-of-public-safety,2015-07-13 15:23:48+00:00,1
1377,44,Montana Department of Corrections,montana-department-of-corrections,2015-07-13 20:46:16+00:00,1
1378,36,Department of Public Safety & Correctional Services,department-of-public-safety-correctional-services,2015-07-14 17:00:48+00:00,1
1379,36,Maryland Department of Public Safety & Correctional Services,maryland-department-of-public-safety-correctional,2015-07-14 17:18:54+00:00,1
1380,25,New Jersey Department of Corrections,new-jersey-department-of-corrections,2015-07-14 17:39:53+00:00,1
1381,34,Landrum Municipal Court,landrum-municipal-court,2015-07-14 19:56:08+00:00,1
1382,52,DC Department of Corrections,dc-department-of-corrections,2015-07-14 20:25:49+00:00,1
1383,30,California Department of Corrections,california-department-of-corrections,2015-07-14 21:16:28+00:00,1
1384,27,Tennessee Department of Corrections,tennessee-department-of-corrections,2015-07-14 21:56:30+00:00,1
1385,16,New York DOC,new-york-doc,2015-07-15 19:23:56+00:00,1
1386,38,Department of Corrections,department-of-corrections-3,2015-07-16 15:30:38+00:00,2
1387,34,South Carolina Department of Corrections,south-carolina-department-of-corrections,2015-07-16 15:46:20+00:00,1
1388,25,Bayonne Board of Education,bayonne-board-of-education,2015-07-21 05:04:49+00:00,1
1389,47,Akron University,akron-university,2015-07-21 17:35:11+00:00,1
1390,23,Chicago Department of Planning and Development,chicago-department-of-planning-and-development,2015-07-21 19:10:54+00:00,1
1391,29,Waller County Texas Sheriff's Office,waller-county-texas-sheriffs-office,2015-07-21 19:35:59+00:00,1
1392,40,U.S. Environmental Protection Agency,us-environmental-protection-agency,2015-07-21 20:03:43+00:00,0
1393,29,San Antonio Housing Trust,san-antonio-housing-trust,2015-07-22 06:40:56+00:00,0
1394,7,Cobb County Government,cobb-county-government,2015-07-22 17:09:03+00:00,0
1395,40,Cobb County Government,cobb-county-government-2,2015-07-22 17:10:15+00:00,0
1396,1,Department of Commerce ,department-of-commerce,2015-07-24 20:16:49+00:00,0
1397,41,"Egual Rights Commission, Municipality of Anchorage",egual-rights-commission-municipality-of-anchorage,2015-07-24 21:34:38+00:00,1
1398,37,Test,test-3,2015-07-25 09:41:21+00:00,1
1399,47,Cleveland Fire Department,cleveland-fire-department,2015-07-25 17:02:59+00:00,0
1400,25,court records,court-records,2015-07-25 20:00:02+00:00,0
1401,1,immigration,immigration,2015-07-27 16:56:36+00:00,0
1402,1,Environmental Protection Agency,environmental-protection-agency,2015-07-28 19:35:01+00:00,1
1403,24,DOT,dot,2015-07-28 20:00:46+00:00,1
1404,24,City of Augusta,city-of-augusta,2015-07-28 20:16:21+00:00,1
1405,29,City of West Lake Hills,city-of-west-lake-hills,2015-07-28 20:17:55+00:00,1
1406,8,Idaho Fish and Game Department,idaho-fish-and-game-department,2015-07-29 03:08:57+00:00,1
1407,8,Idaho Fish and Game,idaho-fish-and-game,2015-07-29 03:10:11+00:00,0
1408,7,Columbia County,columbia-county,2015-07-29 16:35:48+00:00,1
1409,13,Ministarstvo Finansija,ministarstvo-finansija,2015-07-31 09:02:32+00:00,0
1410,17,Chief Clerk of the Pennsylvania Senate,chief-clerk-of-the-pennsylvania-senate,2015-07-31 21:18:17+00:00,1
1411,17,Comptroller of PA State House,comptroller-of-pa-state-house,2015-07-31 21:32:22+00:00,2
1412,17,Chief Clerk of PA State House,chief-clerk-of-pa-state-house,2015-07-31 21:33:56+00:00,1
1413,30,California State Police,california-state-police,2015-08-01 21:15:56+00:00,0
1414,29,Travis County sheriff's department,travis-county-sheriffs-department,2015-08-05 15:54:48+00:00,2
1415,20,Washington Department of Agriculture,washington-department-of-agriculture,2015-08-13 01:53:55+00:00,1
1416,20,Washington Department of Archaeology and Historic Preservation,washington-department-of-archaeology-and-historic,2015-08-13 01:56:37+00:00,1
1417,20,Washington State Office of the Attorney General,washington-office-of-the-attorney-general,2015-08-13 02:00:31+00:00,1
1418,20,Washington State Auditor's Office,washington-state-auditors-office,2015-08-13 02:08:49+00:00,1
1419,20,Bates Technical College,bates-technical-college,2015-08-13 02:12:18+00:00,1
1420,20,Bellevue College,bellevue-college,2015-08-13 02:17:50+00:00,1
1421,20,Clark College,clark-college,2015-08-13 02:22:29+00:00,1
1422,20,Central Washington University,central-washington-university,2015-08-13 02:29:27+00:00,1
1423,20,Washington State Department of Commerce,washington-state-department-of-commerce,2015-08-13 02:36:36+00:00,1
1424,20,Washington State Board for Community and Technical Colleges,washington-state-board-for-community-and-technical,2015-08-13 02:39:21+00:00,1
1425,20,"Washington Department of Community, Trade and Economic Development",washington-department-of-community-trade-and-econo,2015-08-13 02:42:12+00:00,1
1426,20,Washington State Criminal Justice Training Commission,criminal-justice-training-commission,2015-08-13 02:56:27+00:00,1
1427,20,Eastern Washington University,eastern-washington-university,2015-08-13 03:00:28+00:00,1
1428,20,Washington Secretary of State,washington-secretary-of-state,2015-08-13 03:10:14+00:00,1
1429,20,Washington Economic Development Finance Authority,washington-economic-development-finance-authority,2015-08-13 03:13:20+00:00,1
1430,20,Washington State Board of Education,washington-state-board-of-education,2015-08-13 03:16:57+00:00,1
1431,20,Washington State Employment Security Department,washington-state-employment-security-department,2015-08-13 03:20:19+00:00,1
1432,20,The Evergreen State College,the-evergreen-state-college,2015-08-13 03:23:24+00:00,1
1433,20,Washington State Department of Enterprise Services,washington-state-department-of-enterprise-services,2015-08-13 03:27:12+00:00,1
1434,20,Washington State Office of Financial Management,washington-state-office-of-financial-management,2015-08-13 03:45:49+00:00,1
1435,20,Washington Department of Fish and Wildlife,washington-department-of-fish-and-wildlife,2015-08-13 03:49:32+00:00,1
1436,20,Washington State Department of Licensing,washington-state-department-of-licensing,2015-08-13 04:06:53+00:00,1
1437,20,Washington State Lottery,washington-state-lottery,2015-08-13 04:10:11+00:00,1
1438,20,Washington State Parks and Recreation Commission,washington-state-parks-and-recreation-commission,2015-08-13 04:15:45+00:00,1
1439,20,Washington State Department of Veterans Affairs,washington-state-department-of-veterans-affairs,2015-08-13 04:22:01+00:00,1
1440,20,Washington State Department of Revenue,washington-state-department-of-revenue,2015-08-13 04:25:08+00:00,1
1441,20,Washington State Department of Social and Health Services,washington-state-department-of-social-and-health-s,2015-08-13 04:30:14+00:00,1
1442,20,Washington State Treasurer,washington-state-treasurer,2015-08-13 04:33:29+00:00,1
1443,20,Washington State Department of Retirement Systems,washington-state-department-of-retirement-systems,2015-08-13 04:37:22+00:00,1
1444,20,Washington State Public Disclosure Commission,washington-state-public-disclosure-commission,2015-08-13 04:40:47+00:00,1
1445,20,Washington State Public Employment Relations Commission,washington-state-public-employment-relations-commi,2015-08-13 04:43:34+00:00,1
1446,37,Florida Agency for Health Care Administration (AHCA),florida-agency-for-health-care-administration-ahca,2015-08-13 20:07:07+00:00,2
1447,37,Florida Agency for Persons with Disabilities (APD),florida-agency-for-persons-with-disabilities-apd,2015-08-13 20:10:48+00:00,2
1448,37,Florida Commission on Ethics (ETHICS),florida-commission-on-ethics-ethics,2015-08-13 20:17:51+00:00,3
1449,37,Florida Senate,florida-state-senate,2015-08-13 20:22:33+00:00,1
1450,37,Florida House of Representatives,florida-house-of-representatives,2015-08-13 20:25:26+00:00,1
1451,37,Florida Commission on Human Relations (CHR),florida-commission-on-human-relations-chr,2015-08-13 20:31:13+00:00,3
1452,37,Florida Department of Agriculture & Consumer Services (DACS),florida-department-of-agriculture-consumer-service,2015-08-13 20:37:20+00:00,2
1453,37,Florida Department of Business & Professional Regulation (DBPR),florida-department-of-business-professional-regula,2015-08-13 20:42:07+00:00,4
1454,37,Florida Department of Children & Families (DCF),florida-department-of-children-families-dcf,2015-08-13 20:45:28+00:00,1
1455,37,Florida Department of Citrus (CITRUS),florida-department-of-citrus-citrus,2015-08-13 20:55:28+00:00,1
1456,37,Florida Department of Economic Opportunity (DEO),florida-department-of-economic-opportunity-deo,2015-08-13 20:58:15+00:00,3
1457,37,Florida Department of Elder Affairs (DOEA),florida-department-of-elder-affairs-doea,2015-08-14 19:01:34+00:00,2
1458,37,Florida Department of Juvenile Justice (DJJ),florida-department-of-juvenile-justice-djj,2015-08-14 19:12:57+00:00,3
1459,37,Enterprise Florida (EFI),enterprise-florida-efi,2015-08-14 19:24:15+00:00,1
1460,37,Florida Department of Financial Services (DFS),florida-department-of-financial-services-dfs,2015-08-14 19:30:55+00:00,1
1461,37,Florida Office of the Attorney General (OAG),florida-office-of-the-attorney-general-oag,2015-08-14 19:47:34+00:00,2
1462,37,Florida Office of Financial Regulation (OFR),florida-office-of-financial-regulation-ofr,2015-08-14 19:52:40+00:00,1
1463,37,Florida Department of Lottery,florida-department-of-lottery,2015-08-16 01:41:04+00:00,3
1464,37,Florida Office of Insurance Regulation (OIR),florida-office-of-insurance-regulation-oir,2015-08-16 01:48:54+00:00,2
1465,37,Florida Department of Transportation (FDOT),florida-department-of-transportation-fdot,2015-08-16 01:59:35+00:00,2
1466,37,Florida Housing Finance Corporation (FHFC),florida-housing-finance-corporation-fhfc,2015-08-16 02:05:14+00:00,2
1467,4,Academy District 20,academy-district,2015-08-16 08:17:20+00:00,1
1468,23,Cook County Clerk,cook-county-clerk,2015-08-18 22:10:49+00:00,2
1469,28,Fayette County Area Planning,fayette-county-area-planning,2015-08-20 02:34:03+00:00,2
1470,28,Hartford City Library,hartford-city-library,2015-08-21 02:17:40+00:00,1
1471,10,Western Kentucky University,western-kentucky-university,2015-08-22 01:44:57+00:00,0
1472,20,Washington Department of Education,washington-department-of-education,2015-08-24 19:44:12+00:00,0
1473,49,Oregon Department of Education,oregon-department-of-education,2015-08-24 21:59:10+00:00,1
1474,8,Idaho State Department of Education,idaho-state-department-of-education,2015-08-25 17:00:07+00:00,1
1475,9,Kansas State Department of Education,kansas-state-department-of-education,2015-08-25 17:49:24+00:00,1
1476,23,Illinois State Department of Education,illinois-state-department-of-education,2015-08-25 18:15:36+00:00,1
1477,2,Vermont Agency of Education,vermont-agency-of-education,2015-08-25 19:40:09+00:00,1
1478,29,Texas Department of State Health Services,texas-department-of-state-health-services,2015-08-27 20:24:43+00:00,1
1479,16,Department of Financial Services,department-of-financial-services,2015-08-28 15:07:46+00:00,1
1480,16,State of New York Office of the Attorney General,state-of-new-york-office-of-the-attorney-general,2015-08-31 17:44:47+00:00,1
1481,4,dept of corrections,dept-of-corrections,2015-09-02 19:18:52+00:00,1
1482,30,California Fair Political Practices Commission,california-fair-political-practices-commission,2015-09-03 16:32:23+00:00,1
1483,17,Pennsylvania State Police,pennsylvania-state-police,2015-09-03 18:51:44+00:00,1
1484,29,Texas Lt. Gov. Dan Patrick,texas-lt-gov-dan-patrick,2015-09-03 20:24:50+00:00,1
1485,1,CFPB,cfpb,2015-09-10 01:21:22+00:00,1
1486,36,city of baltimore,city-of-baltimore,2015-09-10 02:25:11+00:00,0
1487,14,Detroit Public Schools,detroit-public-schools,2015-09-10 15:54:31+00:00,1
1488,14,Sterling Heights,sterling-heights,2015-09-11 16:39:01+00:00,1
1489,29,General Land Office,general-land-office,2015-09-14 15:46:36+00:00,2
1490,1,FAA,faa-2,2015-09-15 20:41:21+00:00,0
1491,19,Virginia State Police,virginia-state-police,2015-09-16 00:30:58+00:00,0
1492,1,Bureau of Land Management,bureau-of-land-management,2015-09-17 14:46:50+00:00,1
1493,24,Office of the Chief Medical Examiner,office-of-the-chief-medical-examiner,2015-09-17 15:58:22+00:00,1
1494,39,N.C. Department of the Secretary of State,nc-department-of-the-secretary-of-state,2015-09-19 16:20:35+00:00,1
1495,39,North Carolina Department of Agriculture,north-carolina-department-of-agriculture,2015-09-21 12:31:02+00:00,1
1496,1,centers for medicare and medicaid services,centers-for-medicare-and-medicaid-services,2015-09-21 16:17:59+00:00,1
1497,6,DHSEM,dhsem,2015-09-21 20:49:54+00:00,0
1498,23,Chicago Department of GIS,chicago-department-of-gis,2015-09-25 17:30:01+00:00,1
1499,16,Department of Corrections and Community Services,department-of-corrections-and-community-services,2015-09-26 14:01:00+00:00,0
1500,4,Littleton Public Schools,littleton-public-schools,2015-09-28 05:15:53+00:00,10
1501,32,Salem Public Schools,salem-public-schools,2015-09-28 05:23:21+00:00,5
1502,19,Virginia Social Services,virginia-social-services,2015-09-28 15:20:05+00:00,2
1503,19,City of Hampton,city-of-hampton,2015-09-28 15:25:59+00:00,3
1504,16,New York State Labor Department,new-york-state-labor-department,2015-09-28 20:20:12+00:00,1
1505,36,Prince George's County Public Schools,prince-georges-county-public-schools,2015-10-01 18:23:44+00:00,1
1506,1,Centers for Disease Control,centers-for-disease-control,2015-10-06 18:45:24+00:00,1
1507,4,Division of Finance and Procurement,division-of-finance-and-procurement,2015-10-09 15:01:45+00:00,0
1508,4,Loveland Police Department,loveland-police-department,2015-10-09 23:16:42+00:00,1
1509,29,Texas Higher Education Coordinating Board,texas-higher-education-coordinating-board,2015-10-10 14:26:24+00:00,1
1510,29,Central Texas Regional Mobility Authority,central-texas-regional-mobility-authority,2015-10-10 19:33:59+00:00,1
1511,29,Cap Metro,cap-metro,2015-10-10 19:34:42+00:00,0
1512,16,New York Public Service Commission,new-york-public-service-commission,2015-10-11 15:31:51+00:00,1
1513,16,Office of Mental Health,office-of-mental-health,2015-10-13 02:04:57+00:00,1
1514,29,Teachers Retirment System,teachers-retirment-system,2015-10-13 17:06:45+00:00,3
1515,29,Dept. of Public Safety,dept-of-public-safety,2015-10-14 19:51:23+00:00,1
1516,29,Dept. Of Pubilc Safety,dept-of-pubilc-safety,2015-10-14 20:20:56+00:00,1
1517,1,Financial Fraud Enforcement Task Force,financial-fraud-enforcement-task-force,2015-10-16 23:10:10+00:00,0
1518,1,US Department of Justice,us-department-of-justice-2,2015-10-16 23:14:55+00:00,1
1519,29,Dept of public Safety,dept-of-public-safety-2,2015-10-19 16:48:38+00:00,1
1520,4,Colorado Economic Development Commission,colorado-economic-development-commission,2015-10-20 16:07:25+00:00,1
1521,23,Chicago Housing Authority,chicago-housing-authority,2015-10-20 18:18:10+00:00,1
1522,16,New York City Economic Development Corporation,new-york-city-economic-development-corporation,2015-10-20 21:06:09+00:00,0
1523,23,Department of State,department-of-state-4,2015-10-21 19:13:47+00:00,1
1524,16,NY State Assembly,ny-state-assembly,2015-10-21 20:36:15+00:00,1
1525,4,littleton,littleton,2015-10-21 20:58:38+00:00,0
1526,47,Ohio Assembly ,ohio-assembly,2015-10-22 02:48:42+00:00,0
1527,28,Bloomington Police Department,bloomington-police-department,2015-10-26 22:08:14+00:00,0
1528,4,Denver Public Schools,denver-public-schools,2015-10-27 04:36:29+00:00,1
1529,4,Colorado Mental Health Institute at Pueblo,colorado-mental-health-institute-at-pueblo,2015-10-28 17:02:02+00:00,1
1530,14,Warren Police,warren-police,2015-10-28 19:48:36+00:00,0
1531,4,Durango School District 9-R,durango-school-district-9-r,2015-11-04 05:56:55+00:00,1
1532,14, Education Achievement Authority,education-achievement-authority,2015-11-09 16:38:36+00:00,1
1533,7,Armstrong State University ,armstrong-state-university,2015-11-09 16:46:06+00:00,0
1534,17,Hawkeye Security Solutions,hawkeye-security-solutions,2015-11-09 20:26:59+00:00,1
1535,30,San Jose State University,san-jose-state-university,2015-11-11 01:36:52+00:00,1
1536,30,CSU East Bay,csu-east-bay,2015-11-11 01:40:35+00:00,1
1537,29,Texas State Board of Dental Examiners,texas-state-board-of-dental-examiners,2015-11-11 21:08:52+00:00,2
1538,34,Aiken County 911 Division,aiken-county-911-division,2015-11-12 15:03:28+00:00,0
1539,34,Aiken County,aiken-county,2015-11-12 15:06:13+00:00,1
1540,16,County Attorney Department - Rensselaer County,county-attorney-department-rensselaer-county,2015-11-12 21:04:36+00:00,0
1541,29,District clerk of Jones county ,district-clerk-of-jones-county,2015-11-14 20:49:13+00:00,0
1542,23,Chicago Department of Law,chicago-department-of-law,2015-11-17 20:47:16+00:00,1
1543,30,California Department of Transportation (CalTrans),california-department-of-transportation-caltrans,2015-11-18 00:53:26+00:00,1
1544,4,Elbert County ,elbert-county,2015-11-19 15:29:50+00:00,1
1545,16,New York City Department of Correction,new-york-city-department-of-correction,2015-11-22 04:36:29+00:00,2
1546,20,Seattle Department of Planning and Development,seattle-department-of-planning-and-development,2015-11-25 18:35:20+00:00,1
1547,20,Seattle Office of Emergency Management,seattle-office-of-emergency-management,2015-11-25 18:35:44+00:00,0
1548,1,Department of Homeland Security: Office of Inspector General,department-of-homeland-security-office-of-inspecto,2015-11-26 20:30:47+00:00,1
1549,23,Chicago Office of the Mayor,chicago-office-of-the-mayor,2015-11-29 15:00:51+00:00,1
1550,47,Shaker Heights Police Department,shaker-heights-police-department,2015-11-29 22:16:05+00:00,5
1551,20,Office of Emergency Management,office-of-emergency-management-2,2015-11-30 21:41:12+00:00,1
1552,47,Columbus Police,columbus-police,2015-12-01 02:24:56+00:00,1
1553,16,New York City Department of Sanitation,new-york-city-department-of-sanitation,2015-12-01 16:08:09+00:00,2
1554,30,City of Folsom Police Department,city-of-folsom-police-department,2015-12-01 23:08:40+00:00,1
1555,16,LIRR,lirr,2015-12-02 13:25:48+00:00,0
1556,16,New York State Gaming Commission,new-york-state-gaming-commission,2015-12-02 15:51:32+00:00,1
1557,20,Washington Military Department,washington-military-department,2015-12-02 21:52:41+00:00,1
1558,28,HCPL,hcpl,2015-12-03 23:06:37+00:00,1
1559,31,Department of Public Safety,department-of-public-safety-3,2015-12-06 20:18:09+00:00,1
1560,11,Department of Public Safety and Corrections,department-of-public-safety-and-corrections,2015-12-06 20:41:05+00:00,1
1561,36,Department of Public Safety and Correctional Services,department-of-public-safety-and-correctional-servi,2015-12-06 21:01:39+00:00,1
1562,16, New York City Departments of Environmental Protection,new-york-city-departments-of-environmental-protect,2015-12-06 23:34:06+00:00,0
1563,16,New York State Department of Environmental Conservation,new-york-state-department-of-environmental-conserv,2015-12-06 23:38:26+00:00,1
1564,16,Westchester County Finance,westchester-county-finance,2015-12-08 04:22:02+00:00,1
1565,16,Monroe County,monroe-county,2015-12-08 14:03:45+00:00,0
1566,28,Wayne county courthouse,wayne-county-courthouse,2015-12-08 14:35:20+00:00,2
1567,28,Public Records Officer,public-records-officer,2015-12-08 14:42:55+00:00,1
1568,20,Washington Governor's Office,washington-governors-office,2015-12-09 00:05:00+00:00,1
1569,20,Washington State Archives,washington-state-archives,2015-12-09 00:11:52+00:00,0
1570,22,School District of New Richmond,school-district-of-new-richmond,2015-12-10 02:12:46+00:00,3
1571,20,Washington State Digital Archives,washington-state-digital-archives,2015-12-10 22:57:39+00:00,1
1572,37,FOIA Officer,foia-officer,2015-12-12 04:05:55+00:00,0
1573,37,County Clerk,county-clerk,2015-12-12 04:06:23+00:00,1
1574,47,Pike County Sheriff's Department,pike-county-sheriffs-department,2015-12-15 18:06:25+00:00,0
1575,23,Illinois State Library,illinois-state-library,2015-12-16 19:27:37+00:00,1
1576,30,State Bar of California,state-bar-of-california,2015-12-16 19:37:39+00:00,1
1577,1,Home UNITED STATES DISTRICT COURT Central District of California,home-united-states-district-court-central-district,2015-12-16 19:59:09+00:00,0
1578,1,UNITED STATES DISTRICT COURT Central District of California,united-states-district-court-central-district-of-c,2015-12-16 20:00:12+00:00,1
1579,20,Seattle Office of Housing,seattle-office-of-housing,2015-12-16 23:46:27+00:00,1
1580,20,Utilities and Transportation Commission,utilities-and-transportation-commission,2015-12-17 23:29:47+00:00,1
1581,47,Cleveland  Police,cleveland-police,2015-12-18 01:30:29+00:00,1
1582,52,FEDERAL ENERGY REGULATORY COMMISSION,federal-energy-regulatory-commission,2015-12-18 06:10:29+00:00,1
1583,36,Baltimore County,baltimore-county,2015-12-21 14:09:40+00:00,0
1584,47,Shaker Heights Schools,shaker-heights-schools,2015-12-21 16:47:42+00:00,2
1585,16,NY Governor's Office,ny-governors-office,2015-12-21 18:51:49+00:00,1
1586,28,Indiana General Assembly,indiana-general-assembly,2015-12-21 19:25:28+00:00,1
1587,6,House of Representatives,house-of-representatives,2015-12-21 20:18:57+00:00,1
1588,6,State Senate,state-senate,2015-12-21 20:19:08+00:00,1
1589,31,State Senate,state-senate-2,2015-12-21 22:34:05+00:00,1
1590,31,House of Representatives,house-of-representatives-2,2015-12-21 22:34:19+00:00,1
1591,14,police,police,2015-12-22 20:45:42+00:00,0
1592,21,West Virginia House of Delegates,west-virginia-house-of-delegates,2015-12-22 21:30:31+00:00,1
1593,21,West Virginia State Senate,west-virginia-state-senate,2015-12-22 21:34:47+00:00,1
1594,25,Ocean County Prosecutor's Office,ocean-county-prosecutors-office,2015-12-30 22:42:52+00:00,0
1595,1,National Institutes of Health,national-institutes-of-health,2015-12-31 19:35:06+00:00,0
1596,47,Ohio State Auditor's Office,ohio-state-auditors-office,2016-01-02 16:22:01+00:00,1
1597,14,Pontiac Public Schools,pontiac-public-schools,2016-01-05 15:21:43+00:00,1
1598,14,Eastern Michigan University,eastern-michigan-university,2016-01-05 15:30:09+00:00,1
1599,14,Central Michigan University,central-michigan-university,2016-01-05 15:35:54+00:00,1
1600,14,Ferris State University ,ferris-state-university,2016-01-05 15:41:15+00:00,1
1601,14,East Lansing Police Department ,east-lansing-police-department,2016-01-05 20:21:32+00:00,0
1602,23,Chicago Office of Emergency Management & Communications,chicago-office-of-emergency-management-communicati,2016-01-06 21:00:46+00:00,1
1603,20,Everett City Clerk,everett-city-clerk,2016-01-08 00:35:22+00:00,1
1604,32,Worcester Police,worcester-police,2016-01-08 15:22:01+00:00,1
1605,32,City of Springfield,city-of-springfield,2016-01-08 15:52:34+00:00,1
1606,32,Lynn Police,lynn-police,2016-01-08 17:03:11+00:00,1
1607,32,Haverhill Police,haverhill-police,2016-01-08 18:06:43+00:00,1
1608,32,Massachusetts State Police,massachusetts-state-police,2016-01-11 14:58:16+00:00,1
1609,32,Attleboro Police,attleboro-police,2016-01-11 15:20:36+00:00,1
1610,32,Salem Police,salem-police,2016-01-11 15:30:16+00:00,1
1611,47,Carroll-Columbiana-Harrison Joint SWMD ,carroll-columbiana-harrison-joint-swmd,2016-01-12 22:29:15+00:00,0
1612,23,Chicago Department of Transportation,chicago-department-of-transportation,2016-01-13 20:56:43+00:00,1
1613,23,Chicago Mayor's Office,chicago-mayors-office,2016-01-13 21:17:56+00:00,1
1614,20,Office of the Insurance Commissioner,office-of-the-insurance-commissioner,2016-01-13 22:04:21+00:00,1
1615,7,Atlanta Housing Authority,atlanta-housing-authority,2016-01-14 01:28:12+00:00,0
1616,17,Philadelphia Housing Authority,philadelphia-housing-authority,2016-01-14 01:43:25+00:00,1
1617,47,Cuyahoga Metropolitan Housing Authority,cuyahoga-metropolitan-housing-authority,2016-01-14 01:47:36+00:00,1
1618,14,Detroit Housing Commission,detroit-housing-commission,2016-01-14 01:51:43+00:00,1
1619,32,Boston Housing Authority,boston-housing-authority,2016-01-14 01:58:38+00:00,1
1620,52,District of Columbia Housing Authority,district-of-columbia-housing-authority,2016-01-14 02:02:03+00:00,1
1621,5,St. Louis Housing Authority,st-louis-housing-authority,2016-01-14 02:04:58+00:00,1
1622,30,Housing Authority of the City of Los Angeles,housing-authority-of-the-city-of-los-angeles,2016-01-14 02:10:29+00:00,1
1623,16,Commission of Correction,commission-of-correction,2016-01-14 15:57:45+00:00,2
1624,4,Aurora Public Schools,aurora-public-schools,2016-01-18 03:56:20+00:00,4
1625,37,UF Health,uf-health,2016-01-22 20:21:39+00:00,0
1626,29,Texas Commission on Jail Standards,texas-commission-on-jail-standards,2016-01-25 15:18:45+00:00,0
1627,10,Kentucky Deaprtment of Juvenile Justice,kentucky-deaprtment-of-juvenile-justice,2016-01-29 19:37:50+00:00,1
